evt_block_time,make,model,owner,tokenId,year
2023-08-31 17:34:02.000 UTC,Tesla,Model 3,0x979dfdd7e1c2260ecebe9ae806b49d398d44dbf3,21262,2018
2023-08-31 17:14:40.000 UTC,Volkswagen,TRANSPORTER,0x77d4a2c3aa490853d881c35fe2a948ee947d0fc1,21261,2019
2023-08-31 17:08:16.000 UTC,Tesla,Model 3,0x187af7e09eb1b9e2bc1192a7f6cce16f1d4e36e8,21260,2021
2023-08-31 16:55:48.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21259,2023
2023-08-31 16:50:48.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21258,2023
2023-08-31 15:45:58.000 UTC,SEAT,Tarraco,0xc668277cceecc42c6aac8766ade4a2528e5e351e,21257,2022
2023-08-31 13:18:17.000 UTC,Tesla,Model 3,0xc43ce682e86a0a79fbdef959b99388a1f87442fb,21256,2023
2023-08-31 11:06:34.000 UTC,Tesla,Model Y,0x1a756ba818f9fc3df0f44fa65c7ee14519719259,21255,2023
2023-08-31 07:12:06.000 UTC,Tesla,Model 3,0x1bd412abd508819c8048a0bc8d39d2601c927418,21254,2023
2023-08-31 07:08:59.000 UTC,Tesla,Model 3,0x8f587cb6d98109f6aae6d3f6abe32f0791ee0532,21253,2022
2023-08-31 05:59:19.000 UTC,Tesla,Model 3,0xb56a2a9ee1e84253857abf1fda4e9b96c1b34130,21252,2018
2023-08-31 04:48:46.000 UTC,Tesla,Model 3,0xd23dbfe42141ee3c296bc7c35917964e17f0d4e5,21251,2023
2023-08-31 03:40:14.000 UTC,Tesla,Model X,0x8840fd1da3eb62c0a6d076ca0e0322374708672c,21250,2023
2023-08-31 03:14:21.000 UTC,Tesla,Model 3,0x73c56ea9d2e3c4d122803561d726a5d992bc9bf8,21249,2021
2023-08-31 01:55:27.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21248,2023
2023-08-31 01:17:06.000 UTC,Ford,Explorer,0xbbb9d8a2ab271d316305946356d1de44bb77e0c9,21247,2015
2023-08-31 00:52:38.000 UTC,Hyundai,Sonata,0x1d78158aa34d943385f81a1421141af6dc9d75e9,21246,2012
2023-08-31 00:27:24.000 UTC,Ford,F-150,0x5796005d6890ca20489cd2b9d1cee86c357cb258,21245,2018
2023-08-30 23:38:28.000 UTC,Toyota,4Runner,0x75c4204607c0de98f0b59a414efe9a3a245e90f3,21244,2015
2023-08-30 23:02:38.000 UTC,Hyundai,Sonata,0x1d78158aa34d943385f81a1421141af6dc9d75e9,21243,2012
2023-08-30 22:51:42.000 UTC,Toyota,Tacoma 4WD,0x40f91043ea8bc25c5d35123d11203b8be9dc65bf,21242,2019
2023-08-30 21:14:43.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21241,2022
2023-08-30 21:05:35.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21240,2023
2023-08-30 20:40:10.000 UTC,Chevrolet,Silverado 1500,0xff1af6137e735dad4cfdfafa11bcb622ff0398f4,21239,2023
2023-08-30 20:35:18.000 UTC,Tesla,Model 3,0xfa32411c3dd5d019b89e8be946d772d5b600c81d,21238,2020
2023-08-30 20:17:31.000 UTC,Tesla,Model 3,0x2f19981678e195feb91b6055751519ce2140beeb,21237,2021
2023-08-30 19:49:27.000 UTC,Fiat,500,0x6c5581f48fa97b6c9b72463db0a6e58a8a466c3c,21236,2019
2023-08-30 19:48:43.000 UTC,Volkswagen,Jetta Sedan,0x6cfe2d48e59108cb8ab9979787d057f4bfa72df6,21235,2015
2023-08-30 19:19:03.000 UTC,Audi,A3,0x9d08c69e7cd8796f898dab37906139d723f3c134,21234,2022
2023-08-30 17:54:55.000 UTC,Renault,Mégane,0xc9c58ab9a620c15dfe99d788615047ebe41bf2e1,21233,2023
2023-08-30 16:18:14.000 UTC,Volkswagen,Golf,0xb1246f976e43536066c3858be1f1dfc8b661a26b,21232,2015
2023-08-30 16:03:55.000 UTC,Volkswagen,Multivan,0xd47733a845cc93dd54403d989ac7ee7dc9868702,21231,2022
2023-08-30 13:48:26.000 UTC,Tesla,Model 3,0x31c11b4c7a2ffac1099cc7e4a7718d2da7eb709f,21230,2022
2023-08-30 09:48:35.000 UTC,Tesla,Model Y,0x1b17db65a882fc15eb84837ea3db60aaa9cf7eb9,21229,2023
2023-08-30 05:14:23.000 UTC,Lincoln,Navigator,0x1d12e0c34acea4e4fd7a4e88543b504377e3684d,21228,2011
2023-08-30 02:35:10.000 UTC,Jeep,Grand Cherokee,0x00813cf4f7a915d724a5ac0251ccfaf211fe0904,21227,2019
2023-08-30 01:54:09.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21226,2023
2023-08-30 01:49:09.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21225,2023
2023-08-30 01:47:39.000 UTC,Tesla,Model 3,0x7c4d9d179afab7d8b215a0a9fc3c40a3f241b0ae,21224,2023
2023-08-30 01:28:40.000 UTC,Tesla,Model 3,0xf0665be4c01738ac2d9a973e4ff83f17f86af787,21223,2022
2023-08-30 01:14:04.000 UTC,Chevrolet,Equinox,0x07006522211a5521814762e9ed568fdccd5ff340,21222,2013
2023-08-29 23:28:43.000 UTC,Mitsubishi,Mirage,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21221,2015
2023-08-29 23:13:05.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21220,2023
2023-08-29 23:00:43.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21219,2023
2023-08-29 22:57:59.000 UTC,Tesla,Model 3,0x56577527be19da0f477868861f14539c7065d998,21218,2021
2023-08-29 22:55:09.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21217,2023
2023-08-29 22:52:07.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21216,2023
2023-08-29 22:49:33.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21215,2023
2023-08-29 22:46:49.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21214,2023
2023-08-29 22:44:19.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21213,2023
2023-08-29 22:41:27.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21212,2023
2023-08-29 22:37:17.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21211,2023
2023-08-29 22:32:37.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21210,2023
2023-08-29 22:30:29.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21209,2023
2023-08-29 22:13:01.000 UTC,Tesla,Model 3,0x926b5d3a0ebec4affdc26c9ef31923aafa61de0f,21208,2021
2023-08-29 22:08:41.000 UTC,Tesla,Model 3,0x926b5d3a0ebec4affdc26c9ef31923aafa61de0f,21207,2021
2023-08-29 21:34:35.000 UTC,Ford,Focus,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21206,2018
2023-08-29 21:33:35.000 UTC,BMW,X1 xDrive20i,0x70dc5aa45288f6b09da93b101e405845a5d120c6,21205,2019
2023-08-29 21:20:52.000 UTC,BMW,520d,0x70dc5aa45288f6b09da93b101e405845a5d120c6,21204,2019
2023-08-29 21:19:32.000 UTC,Renault,Zoe,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21203,2021
2023-08-29 21:17:58.000 UTC,BMW,118d,0x70dc5aa45288f6b09da93b101e405845a5d120c6,21202,2020
2023-08-29 21:04:30.000 UTC,Volkswagen,Golf,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21201,2015
2023-08-29 20:52:14.000 UTC,Kia,Cee'd,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21200,2021
2023-08-29 20:47:32.000 UTC,Audi,A3,0xec1418614849dd728401784ae310418e4eb824c3,21199,2023
2023-08-29 20:41:22.000 UTC,Volkswagen,Jetta Sedan,0x390a37cdd9addff6654102db4ef9c48c528e443a,21198,2011
2023-08-29 20:39:44.000 UTC,Hyundai,Tucson,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21197,2021
2023-08-29 20:37:40.000 UTC,Chevrolet,Traverse,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21196,2011
2023-08-29 20:31:20.000 UTC,Chrysler,200,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21195,2013
2023-08-29 20:21:48.000 UTC,Tesla,Model Y,0x7e5dbce9f83b64041fbbebe8529f952a96b2426a,21194,2022
2023-08-29 19:53:44.000 UTC,Tesla,Model 3,0x50ad694756548e72ab2a2a3f73f17d381d2557ed,21193,2021
2023-08-29 19:44:44.000 UTC,Tesla,Model Y,0x2b6308a90e56c8f639dff78f4578821884bc5da2,21192,2023
2023-08-29 19:25:00.000 UTC,Skoda,Octavia,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21191,2022
2023-08-29 19:18:16.000 UTC,Citroën,C3 Aircross,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21190,2019
2023-08-29 18:53:44.000 UTC,Opel,Corsa,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21189,2012
2023-08-29 18:09:09.000 UTC,Tesla,Model 3,0x08535895393b2d46df37faea5c1459ca2bbfc858,21188,2022
2023-08-29 18:05:57.000 UTC,Ford,Transit,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21187,2016
2023-08-29 17:53:13.000 UTC,Nissan,NV400,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21186,2016
2023-08-29 17:10:12.000 UTC,Tesla,Model 3,0x023250a6363d03b367c8260026bf6b692b791c4c,21185,2021
2023-08-29 16:47:00.000 UTC,Toyota,Corolla,0x9431e706b46f9d0d941e9d484b66642b7e28c476,21184,2021
2023-08-29 13:36:56.000 UTC,Tesla,Model 3,0x0684d90e0e8ef9a58773995c4b9afc05081d72c2,21183,2020
2023-08-29 13:00:53.000 UTC,Tesla,Model S,0xf143445fdf6307d99820d29ad1d769ea58aacdbc,21182,2016
2023-08-29 12:01:41.000 UTC,Tesla,Model 3,0xad3e3c78daa987155c4c0031f192571a66f802b2,21181,2021
2023-08-29 03:13:54.000 UTC,Tesla,Model Y,0x5f50a209c0de467bf67c7f00f6a9d8e93f5b381a,21180,2020
2023-08-29 03:03:18.000 UTC,Tesla,Model X,0x2b9137f3bf7f4cfabadd8bc84f4cad72d5fade2d,21179,2018
2023-08-28 23:15:47.000 UTC,Mazda,CX-9,0x294f2064570be88ab834545da4298b4caf2ba4ac,21178,2021
2023-08-28 23:14:23.000 UTC,GMC,Sierra 2500HD,0x4498d2efffd81c6a4e5080c955da0d386762fd4f,21177,2019
2023-08-28 22:42:33.000 UTC,Tesla,Model 3,0x50f5ca7e09248e4e569d3c67322c22858b8356bd,21176,2023
2023-08-28 22:15:32.000 UTC,Tesla,Model 3,0x2b9f0870370040cca008033562576c21be62a19a,21175,2022
2023-08-28 20:12:51.000 UTC,Ford,Fusion,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21174,2010
2023-08-28 19:27:53.000 UTC,HUMMER,H3 SUV,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21173,2010
2023-08-28 19:13:16.000 UTC,Tesla,Model Y,0xf26104c5bc3bb17c7176895e2a5b19a10ccc1cb4,21172,2023
2023-08-28 18:59:26.000 UTC,Volkswagen,Polo,0xc4216e838d2efe5508e4443d45c12f85bf04c551,21171,2010
2023-08-28 18:57:44.000 UTC,SEAT,Born,0xda979ae42c0e3014c32d9c55dd7cc3c4ed6f09bc,21170,2023
2023-08-28 18:56:30.000 UTC,Toyota,Tundra 4WD Truck,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21169,2016
2023-08-28 18:19:15.000 UTC,Hyundai,Santa Fe,0xff579a40c2c707e5d18bc5a2b3847627af9c0d5e,21168,2015
2023-08-28 18:13:27.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21167,2022
2023-08-28 18:00:36.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21166,2023
2023-08-28 17:55:04.000 UTC,Lexus,NX,0x49ddf47f80fcd025a4a46c4c6929f5032d584f39,21165,2021
2023-08-28 16:58:31.000 UTC,Tesla,Model 3,0x1e7b071ab1626d4d97b25ee46b77596bf9113e87,21164,2020
2023-08-28 16:57:01.000 UTC,Tesla,Model Y,0x1e7b071ab1626d4d97b25ee46b77596bf9113e87,21163,2023
2023-08-28 16:30:20.000 UTC,Tesla,Model S,0x8c432badc3f9cdfd7806709ba06d65bf90a2a534,21162,2017
2023-08-28 14:55:42.000 UTC,Renault,Kangoo,0x6eff9e46f65a6b1a1e5b0b193e3c3e9c5bae7e0f,21161,2014
2023-08-28 14:44:22.000 UTC,Volkswagen,Tiguan,0xce2bc6fc0202c67315682d0a8d8fa7e7d4bedd7f,21160,2020
2023-08-28 13:18:38.000 UTC,Lexus,RX,0x87583eb2ef951c484a4f227c9d835f9a6c9e12d3,21159,2020
2023-08-28 13:11:30.000 UTC,Volvo,XC90,0x56a58b46f51ff1f27cb076eb7c83ca78605cfa38,21158,2017
2023-08-28 11:31:53.000 UTC,Tesla,Model 3,0xf7b875b3d20c85dca84f57b4582b52be2cf3bc2f,21157,2022
2023-08-28 10:29:41.000 UTC,Tesla,Model 3,0xd7e5e69a1a8bb890a00c5b02d1c8ac9590ab1a4c,21156,2022
2023-08-28 08:57:49.000 UTC,Audi,A3,0x70436079d40bd29336de08f195db0e1be76d0ebe,21155,2015
2023-08-28 06:44:16.000 UTC,Volkswagen,Golf,0xbfa8f7aa3bcc7035037a1c16f4fcff255b15006c,21154,2021
2023-08-28 05:07:40.000 UTC,Tesla,Model Y,0x465652c49201bc5e871ff8a56828d8fb3a807146,21153,2021
2023-08-28 00:48:05.000 UTC,Mazda,CX-9,0xd30488a139d781ff55118359e023ead941c00267,21152,2012
2023-08-28 00:32:41.000 UTC,Lincoln,MKZ,0x04bb7a0216dd427abddadbb48033bad6ec4453e3,21151,2017
2023-08-28 00:20:49.000 UTC,Ford,Fusion,0x04bb7a0216dd427abddadbb48033bad6ec4453e3,21150,2019
2023-08-28 00:11:49.000 UTC,Ford,Fusion,0x04bb7a0216dd427abddadbb48033bad6ec4453e3,21149,2016
2023-08-27 23:52:02.000 UTC,Ford,Fusion,0x04bb7a0216dd427abddadbb48033bad6ec4453e3,21148,2019
2023-08-27 23:45:10.000 UTC,Ford,Fusion,0x04bb7a0216dd427abddadbb48033bad6ec4453e3,21147,2017
2023-08-27 23:17:58.000 UTC,Toyota,Yaris,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21146,2012
2023-08-27 22:58:36.000 UTC,Ford,Fusion,0x04bb7a0216dd427abddadbb48033bad6ec4453e3,21145,2017
2023-08-27 21:58:41.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21144,2023
2023-08-27 21:26:32.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21143,2023
2023-08-27 18:46:54.000 UTC,Tesla,Model 3,0x75ca3bb409ffebb3b50b64be88c73b7be076391d,21142,2021
2023-08-27 17:48:54.000 UTC,Volvo,XC60,0x7c1ae6caceb9a97fd56a48d7c8166eefa456ebdc,21141,2012
2023-08-27 17:43:40.000 UTC,Toyota,Prius c,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21140,2012
2023-08-27 17:35:38.000 UTC,Ford,Focus,0xe5303af7fb3cdd84b799c4bb9cb7552f3823a344,21139,2009
2023-08-27 17:26:44.000 UTC,Chrysler,Avenger,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21138,2012
2023-08-27 16:41:17.000 UTC,Tesla,Model Y,0xbc9bf43d345fd711314e2eb1071bfd453479b892,21137,2023
2023-08-27 16:16:20.000 UTC,Toyota,Camry,0x2fc490b38751ac1635508e0ae3070d1bd7e6d843,21136,2015
2023-08-27 15:57:20.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21135,2023
2023-08-27 15:27:43.000 UTC,Mercedes-Benz,C 180,0xa27e5c5554be377405f661363dbf9fc605bddea0,21134,2016
2023-08-27 14:41:20.000 UTC,Tesla,Model Y,0x6d1130153e99fb8cd81c8e8f85b7741d89de5538,21133,2023
2023-08-27 14:25:20.000 UTC,Renault,Duster,0x4b12bd539507e43e537eb0b05692d8a82c0720f6,21132,2022
2023-08-27 11:28:50.000 UTC,Opel,Meriva,0x3374f525534eec0fa2d96c2e315bd7b4f50eda57,21131,2012
2023-08-27 11:03:51.000 UTC,BMW,X5 M50i,0x70dc5aa45288f6b09da93b101e405845a5d120c6,21130,2020
2023-08-27 10:27:22.000 UTC,BMW,840i,0x70dc5aa45288f6b09da93b101e405845a5d120c6,21129,2020
2023-08-27 10:23:34.000 UTC,BMW,X5 M50i,0x70dc5aa45288f6b09da93b101e405845a5d120c6,21128,2020
2023-08-27 10:21:04.000 UTC,Volkswagen,Golf,0xd47733a845cc93dd54403d989ac7ee7dc9868702,21127,2017
2023-08-27 10:18:00.000 UTC,BMW,540i xDrive,0x70dc5aa45288f6b09da93b101e405845a5d120c6,21126,2019
2023-08-27 08:33:09.000 UTC,Ford,Transit Custom,0xa05984314384acda874fc4beadcb72281dd97971,21125,2022
2023-08-27 06:11:38.000 UTC,Tesla,Model 3,0x668b601924130562a9dff8891da571164b7d92d5,21124,2021
2023-08-27 00:08:52.000 UTC,Subaru,Crosstrek,0x4af82edeab6a5070635d62df9cdbff87d82b961d,21123,2024
2023-08-26 23:04:42.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21122,2023
2023-08-26 21:24:03.000 UTC,Jeep,Grand Cherokee,0x8bf5b9dad41711f2821b3e33a019332ee317b66f,21121,2018
2023-08-26 21:16:37.000 UTC,Honda,Civic Sedan,0x8bf5b9dad41711f2821b3e33a019332ee317b66f,21120,2023
2023-08-26 20:02:01.000 UTC,Ford,Focus,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21119,2011
2023-08-26 19:57:35.000 UTC,Chevrolet,Trailblazer,0x5705189bc8aa5ac007e770f3b3901f80718c0d60,21118,2022
2023-08-26 19:16:31.000 UTC,GMC,Yukon XL,0x4d5c66900ff97f70ae15ad6e4b7d4f4f4e55891b,21117,2011
2023-08-26 19:01:33.000 UTC,Tesla,Model Y,0x9bfcae35e7f0791c82989414ddbe66402ed097d4,21116,2022
2023-08-26 18:57:33.000 UTC,Mercedes-Benz,Sprinter Passenger Van,0x4d5c66900ff97f70ae15ad6e4b7d4f4f4e55891b,21115,2021
2023-08-26 18:19:13.000 UTC,Mercedes-Benz,EQA 350,0x0d6f1f563599f438c4c2b2280a5d405639b6ef4d,21114,2023
2023-08-26 18:17:37.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21113,2022
2023-08-26 18:13:37.000 UTC,Tesla,Model 3,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21112,2022
2023-08-26 18:07:47.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21111,2023
2023-08-26 17:27:16.000 UTC,Jeep,Wrangler,0x376105253917f2d6d381697a1fa8aef42c665c57,21110,2021
2023-08-26 16:53:28.000 UTC,INFINITI,Q50,0xb5271c28aa7ae45c69959840a3b327e325128724,21109,2017
2023-08-26 16:25:14.000 UTC,BMW,X3 xDrive20d,0x8182adaedf7cd6a2819ce04d194288e77ec1d362,21108,2021
2023-08-26 16:24:54.000 UTC,BMW,430d,0x30c7e2933caf4452ac5498c9e2a15ce7722f7bd6,21107,2017
2023-08-26 16:22:02.000 UTC,Ford,Explorer,0xcf3a32e413a7bd2e47294367b6bd18299d0883c6,21106,2015
2023-08-26 16:08:58.000 UTC,Tesla,Model 3,0x5da982583193824a51374aae31519d93541d3ce4,21105,2023
2023-08-26 15:30:52.000 UTC,Chevrolet,Express Commercial Cutaway,0x35c1324a218325b69276b2a1762eebd9aa94aa95,21104,2017
2023-08-26 15:06:20.000 UTC,Mazda,CX-9,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21103,2011
2023-08-26 14:36:28.000 UTC,Audi,"A1, S1",0x3374f525534eec0fa2d96c2e315bd7b4f50eda57,21102,2015
2023-08-26 14:09:38.000 UTC,Tesla,Model 3,0xe35f6d7ccf80db8ee28a517ad497b7702351998d,21101,2023
2023-08-26 13:29:24.000 UTC,Volkswagen,T-Roc,0xdc29623f9ae83aefb34f7274ff1354ecf8cb1ee1,21100,2021
2023-08-26 12:45:20.000 UTC,Volvo,V40,0x7c842dcf5d7173956075d308807b418cc917526f,21099,2016
2023-08-26 12:30:52.000 UTC,Tesla,Model S,0xf79ad7a79a35b077c155f76df80f54dc198646d4,21098,2013
2023-08-26 12:07:07.000 UTC,Tesla,Model Y,0x158e2fc4d433353976047edefb5fea9ff2d4f2c3,21097,2022
2023-08-26 02:27:33.000 UTC,Tesla,Model Y,0x35a8d74c398e3e8a20a0525e7caec2b236352299,21096,2023
2023-08-26 01:43:49.000 UTC,Hyundai,Sonata,0x90da4279c9d9b0d9e8888bad2cdc748ab0be98a3,21095,2016
2023-08-26 00:31:35.000 UTC,Buick,LaCrosse,0x1de8e059aef1edb22c6eaa4d242e6a5071a57475,21094,2012
2023-08-25 23:49:05.000 UTC,Dodge,Charger,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21093,2010
2023-08-25 22:38:27.000 UTC,Toyota,Corolla,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21092,2016
2023-08-25 22:04:39.000 UTC,Kia,Santa Fe Sport,0xcfa93356ab6d90157d85aa7677afae6530d7b1e8,21091,2016
2023-08-25 20:58:04.000 UTC,Dodge,Caliber,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21090,2010
2023-08-25 20:52:24.000 UTC,Chevrolet,Trailblazer,0x3170d4af0d28df0bd4a074b83258f6dd51a5e2e7,21089,2021
2023-08-25 20:47:28.000 UTC,Nissan,Pathfinder,0xb8366f702327cd8da078f87755e81336ba50e765,21088,2020
2023-08-25 20:38:34.000 UTC,Ford,Focus,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21087,2014
2023-08-25 20:20:42.000 UTC,Ford,Focus,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21086,2012
2023-08-25 20:15:36.000 UTC,Tesla,Model 3,0x1f727d322ca566a753a720c0f7e1386089bacd74,21085,2022
2023-08-25 20:14:56.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21084,2023
2023-08-25 20:13:26.000 UTC,Tesla,Model Y,0x1f727d322ca566a753a720c0f7e1386089bacd74,21083,2021
2023-08-25 20:10:28.000 UTC,Tesla,Model 3,0x1f727d322ca566a753a720c0f7e1386089bacd74,21082,2022
2023-08-25 20:08:28.000 UTC,Tesla,Model Y,0x1f727d322ca566a753a720c0f7e1386089bacd74,21081,2023
2023-08-25 20:05:42.000 UTC,Tesla,Model Y,0x1f727d322ca566a753a720c0f7e1386089bacd74,21080,2023
2023-08-25 20:02:28.000 UTC,Tesla,Model Y,0x1f727d322ca566a753a720c0f7e1386089bacd74,21079,2023
2023-08-25 20:00:50.000 UTC,Tesla,Model Y,0x1f727d322ca566a753a720c0f7e1386089bacd74,21078,2023
2023-08-25 20:00:06.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21077,2023
2023-08-25 19:59:44.000 UTC,Nissan,Frontier,0x1889dafcbd7965eb877eb74f8806decbb4bcb906,21076,2016
2023-08-25 19:57:30.000 UTC,Tesla,Model S,0x1f727d322ca566a753a720c0f7e1386089bacd74,21075,2015
2023-08-25 19:56:18.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21074,2023
2023-08-25 19:54:22.000 UTC,Tesla,Model 3,0x1f727d322ca566a753a720c0f7e1386089bacd74,21073,2022
2023-08-25 19:53:54.000 UTC,Tesla,Model Y,0x9e252c2a39bd971c1c8d9967b7b45f5140a42300,21072,2023
